A  	Element	Z 	N  	Energy	JPi        	Mass Exc    	Unc     	T1/2 (txt)       	T1/2 (seconds)               	Abund.  	Unc    	Dec Mode	Branching (%)
154	HO     	67	87 	0.0000	2-         	-64639.378  	8.216   	11.76 M 19       	705.6                        	        	       	A       	0.019        
155	HO     	67	88 	0.0000	5/2+       	-66039.799  	17.470  	48 M 2           	2880                         	        	       	EC      	100          
156	HO     	67	89 	0.0000	4-         	-65538.403  	38.424  	56 M 1           	3360                         	        	       	EC      	100          
157	HO     	67	90 	0.0000	7/2-       	-66832.862  	23.469  	12.6 M 2         	756                          	        	       	EC      	100          
158	HO     	67	91 	0.0000	5+         	-66187.396  	27.106  	11.3 M 4         	678                          	        	       	EC      	100          
159	HO     	67	92 	0.0000	7/2-       	-67329.620  	3.045   	33.05 M 11       	1983                         	        	       	EC      	100          
160	HO     	67	93 	0.0000	5+         	-66382.425  	15.016  	25.6 M 3         	1536                         	        	       	EC      	100          
161	HO     	67	94 	0.0000	7/2-       	-67196.294  	2.151   	2.48 H 5         	8928                         	        	       	EC      	100          
162	HO     	67	95 	0.0000	1+         	-66040.563  	3.102   	15.0 M 10        	900                          	        	       	EC      	100          
163	HO     	67	96 	0.0000	7/2-       	-66378.027  	0.693   	4570 Y 25        	144215151703.88544           	        	       	EC      	100          
164	HO     	67	97 	0.0000	1+         	-64980.517  	1.390   	28.8 M 5         	1728                         	        	       	EC      	60           
164	HO     	67	97 	0.0000	1+         	-64980.517  	1.390   	28.8 M 5         	1728                         	        	       	B-      	40           
165	HO     	67	98 	0.0000	7/2-       	-64898.017  	0.786   	STABLE           	infinity                     	100     	       	        	             
166	HO     	67	99 	0.0000	0-         	-63070.339  	0.786   	26.824 H 12      	96566.4                      	        	       	B-      	100          
167	HO     	67	100	0.0000	7/2-       	-62279.459  	5.189   	3.1 H 1          	11160                        	        	       	B-      	100          
168	HO     	67	101	0.0000	3+         	-60059.231  	30.001  	2.99 M 7         	179.4                        	        	       	B-      	100          
169	HO     	67	102	0.0000	7/2-       	-58796.010  	20.048  	4.72 M 10        	283.2                        	        	       	B-      	100          
170	HO     	67	103	0.0000	(6+)       	-56237.514  	50.019  	2.76 M 5         	165.6                        	        	       	B-      	100          
171	HO     	67	104	0.0000	(7/2-)     	-54517.822  	600.002 	53 S 2           	53                           	        	       	B-      	100          
172	HO     	67	105	0.0000	           	-51484      	196     	25 S 3           	25                           	        	       	B-      	100          
173	HO     	67	106	0.0000	(7/2-)     	-49351      	298     	6.9 S 5          	6.9                          	        	       	B-      	100          
174	HO     	67	107	0.0000	(8-)       	-45870      	300     	3.2 S 11         	3.2                          	        	       	B-      	100          
174	HO     	67	107	0.0000	(8-)       	-45870      	300     	3.2 S 11         	3.2                          	        	       	B-N     	             
175	HO     	67	108	0.0000	(7/2-)     	-43300      	400     	1.9 S 6          	1.9                          	        	       	B-      	100          
175	HO     	67	108	0.0000	(7/2-)     	-43300      	400     	1.9 S 6          	1.9                          	        	       	B-N     	             
176	HO     	67	109	0.0000	           	-39390      	500     	160 NS           	0.00000016                   	        	       	B-N     	             
176	HO     	67	109	0.0000	           	-39390      	500     	160 NS           	0.00000016                   	        	       	B-      	             
177	HO     	67	110	0.0000	(7/2-)     	-36280      	500     	                 	                             	        	       	B-      	100          
177	HO     	67	110	0.0000	(7/2-)     	-36280      	500     	                 	                             	        	       	B-N     	             
178	HO     	67	111	0.0000	           	-32130      	500     	                 	                             	        	       	B-      	100          
178	HO     	67	111	0.0000	           	-32130      	500     	                 	                             	        	       	B-N     	             
143	ER     	68	75 	0.0000	           	-31160      	400     	                 	                             	        	       	        	             
144	ER     	68	76 	0.0000	0+         	-36608      	196     	200 NS           	0.0000002                    	        	       	EC      	100          
145	ER     	68	77 	0.0000	(1/2+)     	-39240      	200     	                 	                             	        	       	        	             
146	ER     	68	78 	0.0000	0+         	-44322.019  	6.705   	1.7 S 6          	1.7                          	        	       	EC      	100          
147	ER     	68	79 	0.0000	(1/2+)     	-46607.814  	38.191  	3.2 S 12         	3.2                          	        	       	EC      	100          
147	ER     	68	79 	0.0000	(1/2+)     	-46607.814  	38.191  	3.2 S 12         	3.2                          	        	       	EP      	0            
148	ER     	68	80 	0.0000	0+         	-51478.997  	10.246  	4.6 S 2          	4.6                          	        	       	EC      	100          
148	ER     	68	80 	0.0000	0+         	-51478.997  	10.246  	4.6 S 2          	4.6                          	        	       	EP      	0.15         
149	ER     	68	81 	0.0000	(1/2+)     	-53741.621  	27.945  	4 S 2            	4                            	        	       	EC      	100          
149	ER     	68	81 	0.0000	(1/2+)     	-53741.621  	27.945  	4 S 2            	4                            	        	       	EP      	7            
150	ER     	68	82 	0.0000	0+         	-57831.323  	17.194  	18.5 S 7         	18.5                         	        	       	EC      	100          
151	ER     	68	83 	0.0000	(7/2-)     	-58266.290  	16.470  	23.5 S 20        	23.5                         	        	       	EC      	100          
152	ER     	68	84 	0.0000	0+         	-60500.218  	8.830   	10.3 S 1         	10.3                         	        	       	A       	90           
152	ER     	68	84 	0.0000	0+         	-60500.218  	8.830   	10.3 S 1         	10.3                         	        	       	EC      	10           
153	ER     	68	85 	0.0000	(7/2-)     	-60466.682  	9.285   	37.1 S 2         	37.1                         	        	       	A       	53           
153	ER     	68	85 	0.0000	(7/2-)     	-60466.682  	9.285   	37.1 S 2         	37.1                         	        	       	EC      	47           
154	ER     	68	86 	0.0000	0+         	-62604.974  	4.961   	3.73 M 9         	223.8                        	        	       	EC      	99.53        
154	ER     	68	86 	0.0000	0+         	-62604.974  	4.961   	3.73 M 9         	223.8                        	        	       	A       	0.47         
155	ER     	68	87 	0.0000	7/2-       	-62209.172  	6.074   	5.3 M 3          	318                          	        	       	EC      	99.978       
155	ER     	68	87 	0.0000	7/2-       	-62209.172  	6.074   	5.3 M 3          	318                          	        	       	A       	0.022        
156	ER     	68	88 	0.0000	0+         	-64211.683  	24.629  	19.5 M 10        	1170                         	        	       	EC      	100          
156	ER     	68	88 	0.0000	0+         	-64211.683  	24.629  	19.5 M 10        	1170                         	        	       	A       	0.000017     
157	ER     	68	89 	0.0000	3/2-       	-63413.648  	26.505  	18.65 M 10       	1119                         	        	       	EC      	100          
158	ER     	68	90 	0.0000	0+         	-65303.815  	25.219  	2.29 H 6         	8244                         	        	       	EC      	100          
159	ER     	68	91 	0.0000	3/2-       	-64561.120  	3.643   	36 M 1           	2160                         	        	       	EC      	100          
160	ER     	68	92 	0.0000	0+         	-66064.176  	24.246  	28.58 H 9        	102888                       	        	       	EC      	100          
161	ER     	68	93 	0.0000	3/2-       	-65201.298  	8.774   	3.21 H 3         	11556                        	        	       	EC      	100          
162	ER     	68	94 	0.0000	0+         	-66334.210  	0.756   	STABLE           	infinity                     	0.139   	0.005  	        	             
163	ER     	68	95 	0.0000	5/2-       	-65167.413  	4.628   	75.0 M 4         	4500                         	        	       	EC      	100          
